MedInc,HouseAge,AvgRooms,Location_Distance
8.3252,41.0,6.984126984126984,3.4830014909006093
8.3014,21.0,6.238137082601054,3.4624655856957562
7.2574,52.0,8.288135593220339,3.4713998592088235
5.6431,52.0,5.8173515981735155,3.4790979999660516
3.8462,52.0,6.281853281853282,3.4790979999660516
4.0368,52.0,4.761658031088083,3.4790979999660516
3.6591,52.0,4.9319066147859925,3.4727309314212587
3.12,52.0,4.797527047913447,3.4727309314212587
2.0804,42.0,4.294117647058823,3.480454860058194
3.6912,52.0,4.970588235294118,3.4727309314212587
3.2031,52.0,5.477611940298507,3.4868078243890244
3.2705,52.0,4.772479564032698,3.4868078243890244
3.075,52.0,5.322649572649572,3.4868078243890244
2.6736,52.0,4.0,3.480454860058194
1.9167,52.0,4.262903225806451,3.4868078243890244
2.125,50.0,4.242424242424242,3.4868078243890244
2.775,52.0,5.9395770392749245,3.494529255146276
2.1202,52.0,4.052805280528053,3.494529255146276
1.9911,50.0,5.343675417661098,3.480454860058194
2.6033,52.0,5.465454545454546,3.4881903537157153
1.3578,40.0,4.524096385542169,3.494529255146276
1.7135,42.0,4.478142076502732,3.494529255146276
1.725,52.0,5.096234309623431,3.4881903537157153
2.1806,52.0,5.193846153846154,3.4881903537157153
2.6,52.0,5.270142180094787,3.4881903537157153
2.4038,41.0,4.495798319327731,3.5022622154724408
2.4597,49.0,4.7280334728033475,3.5022622154724408
1.808,52.0,4.7808564231738035,3.5022622154724408
1.6424,50.0,4.40169133192389,3.4959373356237533
1.6875,52.0,4.703225806451613,3.4959373356237533
1.9274,49.0,5.068783068783069,3.4959373356237533
1.9615,52.0,4.882086167800454,3.4959373356237533
1.7969,48.0,5.737313432835821,3.4881903537157153
1.375,49.0,5.0303951367781155,3.4818686322774317
2.7303,51.0,4.972014925373134,3.4818686322774317
1.4861,49.0,4.6022727272727275,3.4818686322774317
1.0972,48.0,4.807486631016043,3.4818686322774317
1.4103,52.0,3.7493796526054592,3.4896296484426905
3.48,52.0,4.757281553398058,3.4741190626668006
2.5898,52.0,3.4942528735632186,3.4741190626668006
2.0978,52.0,4.215189873417722,3.4741190626668006
1.2852,51.0,3.7590361445783134,3.4741190626668006
1.025,49.0,3.7724867724867726,3.480454860058194
3.9643,52.0,4.797979797979798,3.480454860058194
3.0125,52.0,4.941780821917808,3.4741190626668006
2.6768,52.0,4.335078534031414,3.4741190626668006
2.026,50.0,3.700657894736842,3.4741190626668006
1.7348,43.0,3.9802371541501977,3.475564184577763
0.9506,40.0,3.9,3.467800526308719
1.775,40.0,2.6875,3.475564184577763
0.9218,21.0,2.045662100456621,3.475564184577763
1.5045,43.0,4.58968058968059,3.475564184577763
1.1108,41.0,4.473611111111111,3.475564184577763
1.2475,52.0,4.075,3.475564184577763
1.6098,52.0,5.021459227467811,3.483339247327546
1.4113,52.0,4.295454545454546,3.483339247327546
1.5057,52.0,4.77992277992278,3.483339247327546
0.8172,52.0,6.102459016393443,3.483339247327546
1.2171,52.0,4.5625,3.483339247327546
2.5625,2.0,2.7719298245614037,3.4911256383615266
3.3929,52.0,5.994652406417113,3.4974020349600927
6.1183,49.0,5.869565217391305,3.4911256383615266
0.9011,50.0,6.229508196721311,3.4848666332454323
1.191,52.0,7.69811320754717,3.492678250620864
2.5938,48.0,6.225563909774436,3.492678250620864
1.1667,52.0,5.401069518716578,3.492678250620864
0.8056,48.0,4.382530120481928,3.492678250620864
2.6094,52.0,6.98639455782313,3.4786251134880146
1.8516,52.0,6.975609756097561,3.492678250620864
0.9802,46.0,4.584288052373159,3.4848666332454323
1.7719,26.0,6.047244094488189,3.4848666332454323
0.7286,46.0,3.375451263537906,3.4848666332454323
1.75,49.0,5.552631578947368,3.4848666332454323
0.4999,46.0,1.7142857142857142,3.4848666332454323
2.483,20.0,6.2781954887218046,3.4848666332454323
0.9241,17.0,2.8177676537585423,3.477066226095588
2.4464,36.0,5.724950884086444,3.477066226095588
1.1111,19.0,5.830917874396135,3.477066226095588
0.8026,23.0,5.369230769230769,3.4848666332454323
2.0114,38.0,4.412903225806452,3.470810678982183
1.5,17.0,3.1972318339100347,3.477066226095588
1.1667,52.0,3.75,3.469277104787375
1.5208,52.0,3.9080459770114944,3.477066226095588
0.8075,52.0,2.490322580645161,3.477066226095588
1.8088,35.0,5.609467455621302,3.477066226095588
2.4083,52.0,6.721739130434782,3.477066226095588
0.977,40.0,2.3157894736842106,3.469277104787375
0.76,10.0,2.6515151515151514,3.469277104787375
0.9722,10.0,2.6923076923076925,3.4630074875004273
1.2434,52.0,2.929411764705882,3.4630074875004273
2.0938,16.0,2.74585635359116,3.4630074875004273
0.8668,52.0,2.4431818181818183,3.470810678982183
0.75,52.0,2.823529411764706,3.470810678982183
2.6354,27.0,3.493377483443709,3.456755427733672
1.8477,39.0,3.6723768736616704,3.4630074875004273
2.0096,36.0,2.294016358157555,3.455215615215837
2.8345,31.0,3.8949152542372882,3.467800526308719
2.0062,29.0,3.681318681318681,3.4614993455075513
1.2185,22.0,2.9456,3.467800526308719
2.6104,37.0,3.7071428571428573,3.467800526308719
2.4912,29.0,3.7248,3.4537330250174905
3.2177,28.0,3.8784235136940546,3.4537330250174905
3.125,39.0,3.745614035087719,3.4537330250174905
2.5795,52.0,3.5154975530179446,3.4537330250174905
2.8406,34.0,3.281721632196758,3.4614993455075513
4.9306,52.0,6.184426229508197,3.4523077308608436
3.2727,52.0,4.442982456140351,3.445978220657195
3.1691,52.0,4.165876777251185,3.4537330250174905
3.9,52.0,4.848189415041783,3.4523077308608436
3.9063,28.0,4.160847880299252,3.460048349288531
5.0917,52.0,5.628458498023716,3.460048349288531
2.6429,32.0,3.7270058708414875,3.460048349288531
3.0233,26.0,3.2530813475760065,3.460048349288531
3.1484,52.0,4.578034682080925,3.466381016381798
3.4722,35.0,3.822274881516588,3.466381016381798
3.1429,52.0,4.3951890034364265,3.466381016381798
2.4234,28.0,3.0234798314268514,3.466381016381798
